1, the_end, betterendforge:empty_aurora_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
12633, ocean, byg:dead_sea, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 2, 3
12634, ocean, byg:dead_sea, WATER_AMBIENT, upgrade_aquatic:pike, 20, 2, 3
12635, ocean, byg:dead_sea, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12636, ocean, byg:dead_sea, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12637, ocean, byg:dead_sea, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12638, ocean, byg:dead_sea, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12639, ocean, byg:tropical_islands, MONSTER, minecraft:drowned, 80, 6, 8
12640, ocean, byg:tropical_islands, MONSTER, dungeons_mobs:sunken_skeleton, 80, 4, 6
12641, ocean, byg:tropical_islands, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
12642, ocean, byg:tropical_islands, MONSTER, quark:toretoise, 20, 1, 1
12643, ocean, byg:tropical_islands, MONSTER, upgrade_aquatic:great_thrasher, 20, 1, 1
12644, ocean, byg:tropical_islands, MONSTER, upgrade_aquatic:thrasher, 30, 1, 1
12645, ocean, byg:tropical_islands, MONSTER, minecraft:guardian, 10, 2, 3
12646, ocean, byg:tropical_islands, WATER_CREATURE, alexsmobs:orca, 30, 2, 3
12647, ocean, byg:tropical_islands, WATER_CREATURE, alexsmobs:hammerhead_shark, 40, 1, 2
12648, ocean, byg:tropical_islands, WATER_CREATURE, alexsmobs:cachalot_whale, 30, 1, 1
12649, ocean, byg:tropical_islands, WATER_CREATURE, alexsmobs:frilled_shark, 40, 1, 2
12650, ocean, byg:tropical_islands, WATER_CREATURE, alexsmobs:mimic_octopus, 20, 1, 1
12651, ocean, byg:tropical_islands, WATER_CREATURE, minecraft:squid, 20, 1, 2
12652, ocean, byg:tropical_islands, WATER_CREATURE, minecraft:dolphin, 30, 2, 3
12653, ocean, byg:tropical_islands, WATER_CREATURE, upgrade_aquatic:glow_squid, 30, 1, 1
12654, ocean, byg:tropical_islands, WATER_CREATURE, upgrade_aquatic:box_jellyfish, 1, 1, 3
12655, ocean, byg:tropical_islands, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 1, 1, 3
12656, ocean, byg:tropical_islands, WATER_CREATURE, upgrade_aquatic:immortal_jellyfish, 1, 1, 2
12657, ocean, byg:tropical_islands, WATER_CREATURE, alexsmobs:mantis_shrimp, 10, 2, 3
12658, ocean, byg:tropical_islands, WATER_CREATURE, charm:coral_squid, 10, 1, 2
12659, ocean, byg:tropical_islands, WATER_CREATURE, aquamirae:anglerfish, 20, 1, 1
12660, ocean, byg:tropical_islands, WATER_CREATURE, aquamirae:maw, 20, 1, 1
12661, ocean, byg:tropical_islands, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 1, 2
12662, ocean, byg:tropical_islands, WATER_AMBIENT, upgrade_aquatic:pike, 20, 1, 2
12663, ocean, byg:tropical_islands, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12664, ocean, byg:tropical_islands, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12665, ocean, byg:tropical_islands, WATER_AMBIENT, minecraft:pufferfish, 15, 2, 4
12666, ocean, byg:tropical_islands, WATER_AMBIENT, minecraft:tropical_fish, 20, 3, 5
12667, ocean, byg:tropical_islands, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12668, ocean, byg:tropical_islands, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12669, ocean, byg:tropical_islands, WATER_AMBIENT, alexsmobs:blobfish, 10, 1, 2
12670, ocean, byg:tropical_islands, WATER_AMBIENT, alexsmobs:lobster, 20, 2, 3
12671, ocean, byg:tropical_islands, pvj_night_ambient, projectvibrantjourneys:firefly, 10, 1, 5
12672, ocean, byg:tropical_islands, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
12673, ocean, byg:tropical_islands, WATER_CREATURE, alexsmobs:frilled_shark, 20, 1, 2
12674, ocean, byg:tropical_islands, WATER_CREATURE, minecraft:squid, 20, 1, 2
12675, ocean, byg:tropical_islands, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 2, 3
12676, ocean, byg:tropical_islands, WATER_AMBIENT, upgrade_aquatic:pike, 20, 2, 3
12677, ocean, byg:tropical_islands, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12678, ocean, byg:tropical_islands, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12679, ocean, byg:tropical_islands, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12680, ocean, byg:tropical_islands, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12681, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 80, 6, 8
12682, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 80, 4, 6
12683, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
12684, ocean, minecraft:cold_ocean, MONSTER, quark:toretoise, 20, 1, 1
12685, ocean, minecraft:cold_ocean, MONSTER, upgrade_aquatic:great_thrasher, 20, 1, 1
12686, ocean, minecraft:cold_ocean, MONSTER, upgrade_aquatic:thrasher, 30, 1, 1
12687, ocean, minecraft:cold_ocean, MONSTER, minecraft:guardian, 10, 2, 3
12688, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:orca, 30, 2, 3
12689, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 40, 1, 2
12690, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 30, 1, 1
12691, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 40, 1, 2
12692, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 20, 1, 1
12693, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 20, 1, 2
12694, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:dolphin, 30, 2, 3
12695, ocean, minecraft:cold_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 30, 1, 1
12696, ocean, minecraft:cold_ocean, WATER_CREATURE, upgrade_aquatic:box_jellyfish, 1, 1, 3
12697, ocean, minecraft:cold_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 1, 1, 3
12698, ocean, minecraft:cold_ocean, WATER_CREATURE, upgrade_aquatic:immortal_jellyfish, 1, 1, 2
12699, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 10, 2, 3
12700, ocean, minecraft:cold_ocean, WATER_CREATURE, charm:coral_squid, 10, 1, 2
12701, ocean, minecraft:cold_ocean, WATER_CREATURE, aquamirae:anglerfish, 20, 1, 1
12702, ocean, minecraft:cold_ocean, WATER_CREATURE, aquamirae:maw, 20, 1, 1
12703, ocean, minecraft:cold_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 1, 2
12704, ocean, minecraft:cold_ocean, WATER_AMBIENT, upgrade_aquatic:pike, 20, 1, 2
12705, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12706, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12707, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 2, 4
12708, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:tropical_fish, 20, 3, 5
12709, ocean, minecraft:cold_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12710, ocean, minecraft:cold_ocean, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12711, ocean, minecraft:cold_ocean, WATER_AMBIENT, alexsmobs:blobfish, 10, 1, 2
12712, ocean, minecraft:cold_ocean, WATER_AMBIENT, alexsmobs:lobster, 20, 2, 3
12713, ocean, minecraft:cold_ocean, pvj_night_ambient, projectvibrantjourneys:firefly, 10, 1, 5
12714, ocean, minecraft:cold_ocean, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
12715, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 20, 1, 2
12716, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 20, 1, 2
12717, ocean, minecraft:cold_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 2, 3
12718, ocean, minecraft:cold_ocean, WATER_AMBIENT, upgrade_aquatic:pike, 20, 2, 3
12719, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12720, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12721, ocean, minecraft:cold_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12722, ocean, minecraft:cold_ocean, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12723, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 80, 6, 8
12724, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 80, 4, 6
12725, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
12726, ocean, minecraft:deep_cold_ocean, MONSTER, quark:toretoise, 20, 1, 1
12727, ocean, minecraft:deep_cold_ocean, MONSTER, upgrade_aquatic:great_thrasher, 20, 1, 1
12728, ocean, minecraft:deep_cold_ocean, MONSTER, upgrade_aquatic:thrasher, 30, 1, 1
12729, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:guardian, 10, 2, 3
12730, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:orca, 30, 2, 3
12731, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 40, 1, 2
12732, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 30, 1, 1
12733, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 40, 1, 2
12734, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 20, 1, 1
12735, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 20, 1, 2
12736, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:dolphin, 30, 2, 3
12737, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 30, 1, 1
12738, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, upgrade_aquatic:box_jellyfish, 1, 1, 3
12739, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 1, 1, 3
12740, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, upgrade_aquatic:immortal_jellyfish, 1, 1, 2
12741, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 10, 2, 3
12742, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, charm:coral_squid, 10, 1, 2
12743, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, aquamirae:anglerfish, 20, 1, 1
12744, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, aquamirae:maw, 20, 1, 1
12745, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 1, 2
12746, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, upgrade_aquatic:pike, 20, 1, 2
12747, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12748, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12749, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 2, 4
12750, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:tropical_fish, 20, 3, 5
12751, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12752, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12753, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:blobfish, 10, 1, 2
12754, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:lobster, 20, 2, 3
12755, ocean, minecraft:deep_cold_ocean, pvj_night_ambient, projectvibrantjourneys:firefly, 10, 1, 5
12756, ocean, minecraft:deep_cold_ocean, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
12757, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 20, 1, 2
12758, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 20, 1, 2
12759, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 2, 3
12760, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, upgrade_aquatic:pike, 20, 2, 3
12761, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12762, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12763, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12764, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12765, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 80, 6, 8
12766, ocean, minecraft:deep_frozen_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 80, 4, 6
12767, ocean, minecraft:deep_frozen_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
12768, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:toretoise, 20, 1, 1
12769, ocean, minecraft:deep_frozen_ocean, MONSTER, upgrade_aquatic:great_thrasher, 20, 1, 1
12770, ocean, minecraft:deep_frozen_ocean, MONSTER, upgrade_aquatic:thrasher, 30, 1, 1
12771, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:guardian, 10, 2, 3
12772, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:orca, 30, 2, 3
12773, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 40, 1, 2
12774, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 30, 1, 1
12775, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 40, 1, 2
12776, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 20, 1, 1
12777, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 20, 1, 2
12778, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:dolphin, 30, 2, 3
12779, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 30, 1, 1
12780, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, upgrade_aquatic:box_jellyfish, 1, 1, 3
12781, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 1, 1, 3
12782, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, upgrade_aquatic:immortal_jellyfish, 1, 1, 2
12783, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 10, 2, 3
12784, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, charm:coral_squid, 10, 1, 2
12785, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, aquamirae:anglerfish, 20, 1, 1
12786, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, aquamirae:maw, 20, 1, 1
12787, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 1, 2
12788, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, upgrade_aquatic:pike, 20, 1, 2
12789, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12790, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12791, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 2, 4
12792, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:tropical_fish, 20, 3, 5
12793, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12794, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12795, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:blobfish, 10, 1, 2
12796, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:lobster, 20, 2, 3
12797, ocean, minecraft:deep_frozen_ocean, pvj_night_ambient, projectvibrantjourneys:firefly, 10, 1, 5
12798, ocean, minecraft:deep_frozen_ocean, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
12799, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 20, 1, 2
12800, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 20, 1, 2
12801, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 2, 3
12802, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, upgrade_aquatic:pike, 20, 2, 3
12803, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12804, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12805, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12806, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12807, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 80, 6, 8
12808, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 80, 4, 6
12809, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
12810, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:toretoise, 20, 1, 1
12811, ocean, minecraft:deep_lukewarm_ocean, MONSTER, upgrade_aquatic:great_thrasher, 20, 1, 1
12812, ocean, minecraft:deep_lukewarm_ocean, MONSTER, upgrade_aquatic:thrasher, 30, 1, 1
12813, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:guardian, 10, 2, 3
12814, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:orca, 30, 2, 3
12815, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 40, 1, 2
12816, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 30, 1, 1
12817, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 40, 1, 2
12818, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 20, 1, 1
12819, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 20, 1, 2
12820, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 30, 2, 3
12821, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 30, 1, 1
12822, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, upgrade_aquatic:box_jellyfish, 1, 1, 3
12823, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 1, 1, 3
12824, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, upgrade_aquatic:immortal_jellyfish, 1, 1, 2
12825, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 10, 2, 3
12826, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, charm:coral_squid, 10, 1, 2
12827, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, aquamirae:anglerfish, 20, 1, 1
12828, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, aquamirae:maw, 20, 1, 1
12829, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 1, 2
12830, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:pike, 20, 1, 2
12831, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12832, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12833, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 2, 4
12834, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 20, 3, 5
12835, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12836, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12837, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:blobfish, 10, 1, 2
12838, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:lobster, 20, 2, 3
12839, ocean, minecraft:deep_lukewarm_ocean, pvj_night_ambient, projectvibrantjourneys:firefly, 10, 1, 5
12840, ocean, minecraft:deep_lukewarm_ocean, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
12841, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 20, 1, 2
12842, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 20, 1, 2
12843, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 2, 3
12844, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:pike, 20, 2, 3
12845, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12846, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12847, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12848, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12849, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 80, 6, 8
12850, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 80, 4, 6
12851, ocean, minecraft:deep_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
12852, ocean, minecraft:deep_ocean, MONSTER, quark:toretoise, 20, 1, 1
12853, ocean, minecraft:deep_ocean, MONSTER, upgrade_aquatic:great_thrasher, 20, 1, 1
12854, ocean, minecraft:deep_ocean, MONSTER, upgrade_aquatic:thrasher, 30, 1, 1
12855, ocean, minecraft:deep_ocean, MONSTER, minecraft:guardian, 10, 2, 3
12856, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:orca, 30, 2, 3
12857, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 40, 1, 2
12858, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 30, 1, 1
12859, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 40, 1, 2
12860, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 20, 1, 1
12861, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 20, 1, 2
12862, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 30, 2, 3
12863, ocean, minecraft:deep_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 30, 1, 1
12864, ocean, minecraft:deep_ocean, WATER_CREATURE, upgrade_aquatic:box_jellyfish, 1, 1, 3
12865, ocean, minecraft:deep_ocean, WATER_CREATURE, upgrade_aquatic:cassiopea_jellyfish, 1, 1, 3
12866, ocean, minecraft:deep_ocean, WATER_CREATURE, upgrade_aquatic:immortal_jellyfish, 1, 1, 2
12867, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 10, 2, 3
12868, ocean, minecraft:deep_ocean, WATER_CREATURE, charm:coral_squid, 10, 1, 2
12869, ocean, minecraft:deep_ocean, WATER_CREATURE, aquamirae:anglerfish, 20, 1, 1
12870, ocean, minecraft:deep_ocean, WATER_CREATURE, aquamirae:maw, 20, 1, 1
12871, ocean, minecraft:deep_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 1, 2
12872, ocean, minecraft:deep_ocean, WATER_AMBIENT, upgrade_aquatic:pike, 20, 1, 2
12873, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12874, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12875, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 2, 4
12876, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:tropical_fish, 20, 3, 5
12877, ocean, minecraft:deep_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12878, ocean, minecraft:deep_ocean, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12879, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:blobfish, 10, 1, 2
12880, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:lobster, 20, 2, 3
12881, ocean, minecraft:deep_ocean, pvj_night_ambient, projectvibrantjourneys:firefly, 10, 1, 5
12882, ocean, minecraft:deep_ocean, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
12883, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 20, 1, 2
12884, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 20, 1, 2
12885, ocean, minecraft:deep_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 20, 2, 3
12886, ocean, minecraft:deep_ocean, WATER_AMBIENT, upgrade_aquatic:pike, 20, 2, 3
12887, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 60, 3, 6
12888, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:salmon, 60, 3, 6
12889, ocean, minecraft:deep_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 60, 1, 4
12890, ocean, minecraft:deep_ocean, WATER_AMBIENT, upgrade_aquatic:perch, 60, 3, 6
12891, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:drowned, 80, 6, 8
12892, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 80, 4, 6
12893, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
12894, ocean, minecraft:deep_warm_ocean, MONSTER, quark:toretoise, 20, 1, 1
12895, ocean, minecraft:deep_warm_ocean, MONSTER, upgrade_aquatic:great_thrasher, 20, 1, 1
12896, ocean, minecraft:deep_warm_ocean, MONSTER, upgrade_aquatic:thrasher, 30, 1, 1
12897, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:guardian, 10, 2, 3
12898, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, alexsmobs:orca, 30, 2, 3
